mode,config,dataset,label_pct,global_acc,f1_score,elapsed_s,relevance_mae,brier,div_corr,div_mae
mlhat,config_8,airlines,5,0.6340411937226844,0.6019036746216958,3048.534435,0.0033278408251399,0.3245055144533589,0.9582996056734544,0.0154050574712643
binary_relevance,config_8,Electricity,1,0.7444935909008846,0.4784234768789211,150.95849099999998,0.1210274735326224,0.2404641911162406,0.6311676698994294,0.2057036781609195
binary_relevance,config_8,AGR_g,5,0.7464141414141414,0.7319900288258611,361.845081,0.0279008936996747,0.2213541815482319,0.4630943105300129,0.1692981609195402
binary_relevance,config_8,AGR_g,1,0.706989898989899,0.6893516898388112,274.440852,0.0984463066661187,0.2496948653028817,0.5823660368519822,0.2836349425287356
binary_relevance,config_8,AGR_a,1,0.6555555555555556,0.6555549616242069,265.025984,0.1388115251545577,0.2664244925943116,0.4143587088431054,0.3241863218390804
binary_relevance,config_8,AGR_a,5,0.721010101010101,0.7189372162653067,367.886817,0.0341647318528864,0.2397167734248796,0.4354601324226499,0.2007989655172414
binary_relevance,config_8,LED_a,1,0.581010101010101,0.5775828071132194,376.6874509999999,0.0526967794083058,0.2456074467218916,0.0889872060452403,0.1678362068965517
binary_relevance,config_8,LED_a,5,0.6457474747474747,0.6436660805044265,519.8929350000001,0.0335327751094336,0.2568779785688354,0.2030761373750794,0.0898585057471264
binary_relevance,config_8,LED_g,1,0.4894646464646465,0.4834147139472563,353.581499,0.0697915782151363,0.229564906639334,-0.0121092747621202,0.1680487356321838
binary_relevance,config_8,LED_g,5,0.6003030303030303,0.5964144363393301,510.23872,0.0293443238840526,0.2480521503736041,0.1493535560877904,0.0794072413793103
binary_relevance,config_8,RBF_m,5,0.7982323232323232,0.7800527701721085,425.985603,0.0237020278306533,0.228506815327031,0.5681561536473884,0.1161866666666666
binary_relevance,config_8,RBF_m,1,0.7135454545454546,0.6901020146132832,350.28000499999996,0.0457006012121898,0.2333777347591196,0.2887680951309564,0.1405764367816092
binary_relevance,config_8,RBF_f,1,0.7141515151515152,0.6865415544089475,355.055979,0.0355523240937132,0.23493035684656,0.2574961318915625,0.1460913793103448
binary_relevance,config_8,RBF_f,5,0.7662121212121212,0.7434907218993523,441.922466,0.0214288633845545,0.2245832151159416,0.5163661654279379,0.1017745977011493
binary_relevance,config_8,airlines,1,0.6089549632882167,0.5692056128971051,1534.665419,0.0473473963456327,0.2620182612984952,0.5100444792783164,0.1778554022988505
binary_relevance,config_8,airlines,5,0.6408950505495159,0.6093316027393616,2167.05322,0.0161465675519915,0.2475979695762795,0.2116956900342872,0.2334064367816092
mlhat,config_8,CovtFD,1,0.7031906236422695,0.450143619248791,9837.771363,0.0083019591994466,0.2429029759085739,0.8568737951277089,0.0080252873563218
mlhat,config_8,CovtFD,5,0.7840372268159969,0.6257943675529478,10651.243177,0.0026002436480973,0.2047685244362991,0.6907885692731784,0.0049549425287356
binary_relevance,config_8,CovtFD,1,0.7077388054040261,0.4523741653156203,4347.306167,0.0324731789713358,0.2648047966290645,0.2702249369170968,0.0307509195402298
binary_relevance,config_8,CovtFD,5,0.7872647462466293,0.6340953386252132,5004.671215,0.0143004996644661,0.2114136620893913,0.385349767538309,0.0986780459770114
mlhat,config_7,Electricity,5,0.7819777938256003,0.5126712060391782,258.36134,0.01558536896396018,0.22685066778926818,0.9600401502151134,0.0199887356321839
mlhat,config_7,AGR_g,5,0.7572828282828283,0.7391005732747766,463.67138800000004,0.007678043791779007,0.24371776228628486,0.9383376845716128,0.010640114942528733
mlhat,config_7,LED_a,5,0.6347373737373737,0.6327024717218437,518.187821,0.00918129231061421,0.285508950089795,0.9227993787106982,0.04483287356321837
mlhat,config_7,AGR_a,5,0.7350909090909091,0.7347413220241822,522.246218,0.005145787455501664,0.2782112478748096,0.9531291898605417,0.01097977011494253
mlhat,config_7,LED_g,5,0.5685252525252525,0.5657141102332303,513.8729099999999,0.005973943511627794,0.2690813071422523,0.884839523418232,0.020978045977011486
mlhat,config_7,RBF_m,5,0.8258888888888889,0.8086734860852944,504.540865,0.007867579759051554,0.2433015548689076,0.6334683726162768,0.04200011494252871
mlhat,config_7,RBF_f,5,0.778010101010101,0.7565255780636747,493.850728,0.008520982668851129,0.25346355100680074,0.7514467974847847,0.019034137931034464
binary_relevance,config_7,Electricity,5,0.7821357645784438,0.5126986667042495,158.87367999999998,0.05632664413127033,0.21372088933287223,0.5243077296750239,0.20538482758620688
binary_relevance,config_7,AGR_g,5,0.7464747474747475,0.7279203175586546,369.09986100000003,0.022740607664433737,0.22351416449446823,0.4557144988044943,0.1811825287356322
binary_relevance,config_7,AGR_a,5,0.7443535353535353,0.7436334015785695,389.853845,0.03199796835232529,0.23217521919822573,0.4044818531314585,0.2505689655172414
binary_relevance,config_7,LED_a,5,0.6292323232323233,0.6264859808624561,506.31401400000004,0.028434147647703596,0.25583209686059216,0.21809542979607485,0.09809000000000001
binary_relevance,config_7,LED_g,5,0.5694747474747475,0.5668290101849485,458.08072200000004,0.025798247697790697,0.24337621666481218,0.17439371215363395,0.08676540229885056
binary_relevance,config_7,RBF_m,5,0.8244646464646465,0.807762128486371,459.695421,0.03859687077231498,0.2133708167794632,0.20038358932110706,0.1126741379310345
binary_relevance,config_7,RBF_f,5,0.7794949494949495,0.7578383568305214,459.643068,0.02977831119960795,0.21637945793852548,0.386081339006079,0.09876747126436777
mlhat,config_7,airlines,5,0.6373306735168087,0.5881148349502681,2432.572429,0.0030090644182739212,0.32359868588949264,0.9589747109355857,0.014176896551724117
binary_relevance,config_7,airlines,5,0.6396988760789252,0.5860122152702294,1957.410993,0.015233909590024412,0.24543421258537168,0.32011550712506603,0.18295402298850577
binary_relevance,config_7,CovtFD,5,0.7807769494424254,0.6089578841105654,4455.692119,0.01349727704137301,0.224736185693133,0.24597458992957297,0.08865482758620691
mlhat,config_7,CovtFD,5,0.7776149458976711,0.6008809177563764,6886.450488,0.0060264195470865626,0.22051269804392848,0.8788396596961547,0.0047775862068965376
